KALCODE,Population2021
3201010401,4768.0
3202010108,2.0
3202040205,52.0
3202040202,4.0
1904020203,232.0
1808010601,19.0
1808041601,12.0
1808040301,10.0
1804050801,58.0
1808030801,34.0
1808010301,106.0
1806011401,124.0
1808041301,27.0
1808030901,64.0
1804050301,82.0
1403010701,211.0
1304030301,394.0
1103040201,508.0
1401051201,277.0
1401030401,118.0
7406031302,29.0
7406031003,77.0
7406031502,13.0
7403000002,4.0
7403000003,15.0
7403000005,61.0
7405010705,99.0
7405010602,10.0
7405010603,95.0
7405010802,24.0
7405010504,6.0
7405010902,14.0
3301010603,56.0
3301030302,28.0
3301030303,81.0
3301020202,93.0
3301060102,766.0
3601010601,514.0
3601010401,969.0
3204000103,74.0
3204000401,117.0
3204000301,74.0
3204000201,166.0
3203010301,466.0
3203020501,1283.0
3203010102,643.0
3203020201,293.0
3203020601,613.0
3203020401,247.0
7301020503,69.0
7301020504,116.0
7301020505,198.0
7301020703,284.0
7402040903,31.0
7402050202,109.0
7402050203,61.0
7402050205,112.0
7402050302,188.0
7402050402,45.0
7402050403,12.0
7401050102,15.0
7401050103,42.0
7401050104,36.0
7401050302,12.0
7401050303,30.0
7401050602,23.0
7407000801,91.0
5702000003,0.0
5601020601,1778.0
2905030112,0.0
6901100202,16.0
6901070502,0.0
7302011002,30.0
7302011202,1.0
7302011402,88.0
7302011403,188.0
7302011602,34.0
7302011603,28.0
7301030102,84.0
7301030301,237.0
7301030402,21.0
7301030404,8.0
7301030501,215.0
7405010903,24.0
7405010904,28.0
7405030202,8.0
7405030204,10.0
7101010202,877.0
7101010402,81.0
7104020102,7.0
7104020403,24.0
7302010404,19.0
7302010702,42.0
7302010802,20.0
7302010803,11.0
7302010902,84.0
7103000102,7.0
7103000104,22.0
7103000105,95.0
7103000202,2.0
7103000204,2.0
7103000602,77.0
7103000702,12.0
7103000704,0.0
7103000706,279.0
7103000802,5.0
7103000902,9.0
7405030502,35.0
7405030503,46.0
7405031102,86.0
7405031103,48.0
7405031104,15.0
7406030803,78.0
7302020803,64.0
7302020904,23.0
7302020905,164.0
7302020906,35.0
7302021002,136.0
7302021004,46.0
7101010002,107.0
7101010003,175.0
7101010004,53.0
7101010006,52.0
7101010010,112.0
3601010501,174.0
3601050101,429.0
3601050301,133.0
3601070301,54.0
3601010701,950.0
7406020403,4.0
7406020404,7.0
7406020603,40.0
7406020604,17.0
7406020605,28.0
7406020606,15.0
7406020608,18.0
7406020609,28.0
7406020902,71.0
7406030102,7.0
7406030302,20.0
7402040503,37.0
7402040702,64.0
7402040802,170.0
7402040902,36.0
7108010802,61.0
7108020103,39.0
7108020104,218.0
7108020402,104.0
7107020202,4.0
7107020302,134.0
7106030202,62.0
7106010102,25.0
7106010402,40.0
7106010403,85.0
7106010602,110.0
7106010802,10.0
7106010804,21.0
7103001002,28.0
7103001302,100.0
7103001402,0.0
7103001403,0.0
7103001405,11.0
7103001502,4.0
1501070401,81.0
1501070301,331.0
1401040201,32.0
1403030201,12.0
1403030301,72.0
1401020201,581.0
1403052001,42.0
1403051601,40.0
9901000001,135.0
1405011101,127.0
1403051801,49.0
7101010008,483.0
7101010009,704.0
7101010011,389.0
7101010102,535.0
7101010103,193.0
7202011301,107.0
7202020101,730.0
7204020201,22.0
7202010301,101.0
7202020401,80.0
7202010701,960.0
7202010601,359.0
7202020201,109.0
7204040401,245.0
7202010901,385.0
7204040101,310.0
7202020301,197.0
7406030402,21.0
7406030403,14.0
7406030404,90.0
7406030502,43.0
7406030503,6.0
7204030202,4.0
7204040109,83.0
7204010503,27.0
7204030302,0.0
7204030303,26.0
7204030115,2.0
7204030110,11.0
7204011302,93.0
7204010102,223.0
7204010108,141.0
7204010107,154.0
7204010502,5.0
7106010902,3.0
7106011002,49.0
7106011302,29.0
7104030203,313.0
7402060301,80.0
7402020601,75.0
7406040701,57.0
7402040701,157.0
7401040401,120.0
7402040301,132.0
7305011301,387.0
7401050201,70.0
7402020401,66.0
7401050601,9.0
7305011501,294.0
7406020301,33.0
7401050301,92.0
1401011801,716.0
1401011301,278.0
1402000301,57.0
1403011801,62.0
1403050601,138.0
1304010401,432.0
7106010201,114.0
7101050301,272.0
7302020901,218.0
7102011401,700.0
7101040301,134.0
7106030201,285.0
7106010901,220.0
7101040101,832.0
7302021001,112.0
7102010201,386.0
7302020102,332.0
7202011001,127.0
7204040601,192.0
7201011301,59.0
7202011501,588.0
7201010701,371.0
1301010301,720.0
1401050101,242.0
1603010201,92.0
1101020801,397.0
1403010601,51.0
1101020301,395.0
1602010801,14.0
1602010501,25.0
1602011301,12.0
1403011001,89.0
1602010201,10.0
1403020501,232.0
7204011203,38.0
7204011503,23.0
7204011504,12.0
7204011502,42.0
7204011102,110.0
7204011405,106.0
2001030503,96.0
2003012202,48.0
2002011102,28.0
2002011103,225.0
2003013002,24.0
2003012902,27.0
2003011802,6.0
2003012602,23.0
2003010102,106.0
2003013602,9.0
2003012802,48.0
7305011101,661.0
7402020501,590.0
7402040201,489.0
7405031001,101.0
7402020201,411.0
7301010202,79.0
7301010302,20.0
7301010402,100.0
7301011102,65.0
7301011202,13.0
7301011204,36.0
1805051101,22.0
1803020801,76.0
1801020301,926.0
1803020901,74.0
1802060101,391.0
1802070501,77.0
1803011501,62.0
1802040701,118.0
1802040101,336.0
2003012601,38.0
1903010904,4.0
1903010803,57.0
1903010804,47.0
1903010806,36.0
1903011103,67.0
1903011104,31.0
7406040501,179.0
7305010501,118.0
7305011401,482.0
7406020601,83.0
3201080401,137.0
3202020501,211.0
3202020201,159.0
3202020601,185.0
3202020701,127.0
3202030601,206.0
3202021001,99.0
3202030201,160.0
3202021201,120.0
3202020801,546.0
3202040401,124.0
3202030101,398.0
3202010101,1100.0
3202030502,71.0
3202030504,31.0
3202030506,59.0
7302010901,60.0
7106010701,190.0
7305031005,37.0
7305031102,90.0
7305031402,73.0
7305031403,16.0
7305031502,120.0
7305031503,44.0
7305031602,35.0
7303020404,13.0
7303020802,27.0
7302010102,56.0
7302010202,15.0
7302010402,10.0
7407000802,46.0
1403050301,16.0
1403050201,19.0
1603030301,96.0
1401010501,643.0
1101010301,656.0
1403051001,34.0
5302040202,5.0
5302040106,0.0
5401020103,20.0
5701030402,3.0
6001011203,6.0
6001010110,1.0
5203000106,6.0
5205000006,5.0
5801020110,10.0
4905030157,27.0
4911030102,12.0
7405020304,4.0
7405020402,38.0
7405020503,35.0
7106020802,67.0
7106020803,43.0
7106020805,6.0
7106020902,173.0
7106021103,50.0
7106021204,44.0
7106021402,25.0
7106021403,74.0
7102020103,12.0
7102020202,33.0
7102020203,26.0
7404030104,3.0
7404030105,9.0
7404030107,6.0
3201070701,704.0
3201070401,408.0
3201070101,738.0
3201070201,951.0
3201070301,826.0
3201010301,371.0
7404020403,26.0
7404020504,8.0
7404020603,11.0
7406010102,89.0
7406010402,60.0
7406010502,51.0
7406010503,93.0
7406010504,59.0
7406010602,33.0
7406011002,6.0
7407000804,165.0
7407000902,64.0
7402060302,96.0
7301010102,54.0
7301010104,889.0
7301010105,133.0
7107010902,17.0
1501030801,77.0
1501010901,331.0
1501090101,24.0
1501011001,236.0
1401020601,115.0
1405011301,63.0
1501060101,21.0
1101050201,520.0
1501030501,13.0
1405010401,122.0
7301010301,60.0
7301030201,313.0
7404020301,68.0
7301010401,61.0
7101010401,1182.0
6301000105,11.0
6301000109,21.0
6301000110,16.0
4906010108,189.0
4913080102,3.0
4913080104,37.0
4913030102,995.0
4913030104,158.0
4903010102,105.0
1803020401,94.0
7404030108,9.0
7404030109,28.0
7404030110,42.0
7404030111,17.0
7204010401,232.0
7203000401,79.0
7203000901,78.0
7203000601,71.0
7204011401,524.0
7204011101,710.0
7204011301,213.0
7203000101,609.0
7203000701,45.0
7201010401,125.0
7104020602,0.0
7106020102,16.0
7106020103,149.0
7106020105,6.0
7106020106,81.0
7106020107,84.0
7106020202,98.0
7106020402,134.0
7106020403,50.0
3203030901,167.0
3203030801,206.0
3203030101,545.0
3203030701,386.0
3203030401,195.0
7406030702,20.0
7406030903,16.0
7406031004,6.0
7406031202,15.0
7406031203,19.0
7406031402,31.0
7406031603,43.0
7406031702,98.0
7406031703,56.0
7404020102,6.0
7404020203,68.0
7402010102,12.0
7402010103,30.0
7402010302,10.0
7402010402,76.0
7402010502,145.0
7104030204,24.0
7104030205,66.0
7104030502,133.0
7104030504,67.0
7104030602,26.0
7104030603,17.0
7104030703,11.0
7104030802,73.0
7105020102,7.0
7105020103,28.0
7105020302,8.0
7108030302,1092.0
7102010702,42.0
7102010703,116.0
7102011102,55.0
7102011202,114.0
7102011203,24.0
7102011204,7.0
1405010301,505.0
1101050401,462.0
1405010901,238.0
1101060201,319.0
1405011401,237.0
1401010401,340.0
1403010401,19.0
1403040201,340.0
1101020201,292.0
1405010801,145.0
1401011701,657.0
7106020602,245.0
7106020702,98.0
7106020703,85.0
7106020705,36.0
7204011201,76.0
7204030201,644.0
7204010601,23.0
7204010501,36.0
7201010901,415.0
7204030301,14.0
7204010701,95.0
7203000501,222.0
7201010801,1291.0
7204011601,312.0
7203000201,166.0
7203001101,119.0
7203000301,544.0
7404020205,5.0
7404020302,17.0
7404020303,22.0
7404020304,30.0
7404020305,52.0
7404020402,12.0
7204011402,9.0
7204011404,12.0
7204010605,8.0
7204020102,4.0
7204020103,20.0
7204020203,68.0
7204020204,2.0
7204020205,0.0
7204040402,43.0
7204040304,20.0
7204010202,49.0
7107010102,35.0
7107010303,5.0
7107010304,59.0
7107010305,39.0
7107010403,27.0
7406041001,551.0
7405030401,71.0
7401050101,77.0
3301040901,344.0
3301040301,368.0
3301041301,223.0
3301040601,255.0
3301030601,671.0
3301030201,887.0
3301010601,658.0
3301041101,44.0
3301020901,580.0
1808060201,39.0
1806011301,123.0
1808060101,441.0
1806030101,207.0
3501040102,8.0
7303010901,60.0
7301030401,62.0
7108020101,933.0
7108020301,200.0
7101010201,719.0
7303010601,181.0
7108020201,211.0
7101010101,1656.0
7105030601,44.0
7301041001,64.0
7301041301,85.0
7105030801,249.0
7204010901,288.0
7204011701,279.0
7204011001,162.0
7204010301,160.0
1403011701,50.0
1103020401,225.0
1403011301,88.0
1602011101,73.0
0801010601,48.0
1602010601,25.0
1301020201,337.0
1103040301,292.0
1602011001,72.0
1401030201,19.0
0801050301,73.0
1603040101,10.0
1301010502,35.0
7204040504,122.0
7204040503,12.0
7105010103,77.0
7105010105,558.0
7105010106,188.0
3301010202,397.0
7305031401,25.0
7305011001,125.0
7305010701,268.0
7305010601,18.0
7305011201,27.0
7402010401,249.0
7305031101,61.0
7301020701,40.0
7402050501,285.0
7305031601,32.0
7305030101,226.0
3301020201,517.0
3301040701,29.0
3301050401,102.0
3401000301,18.0
3503021301,177.0
3503020201,154.0
7301020802,883.0
7301020903,288.0
7301021102,48.0
7301021202,69.0
7301021203,756.0
7305010202,81.0
7305010203,5.0
7305010302,132.0
7305010303,64.0
7305010402,24.0
7305010403,32.0
7301030802,41.0
7301040202,66.0
7301040402,135.0
7301040403,3185.0
7301040404,485.0
7301040502,62.0
7103001503,90.0
7103001603,15.0
7103001604,196.0
7103001605,100.0
7105010102,1136.0
7107010907,6.0
7107010909,50.0
7107011102,45.0
7101030102,61.0
7101030202,283.0
7102010302,73.0
1403020401,66.0
1602020101,434.0
1103030401,377.0
1401050901,0.0
7405030205,31.0
7405030206,20.0
7405030803,14.0
7405030902,27.0
7405030903,27.0
7405031002,38.0
7405031003,21.0
7406030602,17.0
7406030603,7.0
7406030604,20.0
7405020102,82.0
7405020203,86.0
7405020302,122.0
7305030901,98.0
7305011601,192.0
7305031201,32.0
7301010701,277.0
7301021101,131.0
3203030501,116.0
3201021002,50.0
3201021301,630.0
3201020401,144.0
3201020301,394.0
3201020801,99.0
3201071001,646.0
3201020201,413.0
3201021101,251.0
3201020701,452.0
3201020501,279.0
3201070901,373.0
7305010502,65.0
7305010503,8.0
7305010602,6.0
7305010703,5.0
7305010704,26.0
7402010503,28.0
7401070102,70.0
7407000103,69.0
7407000302,3.0
7407000402,7.0
7407000403,23.0
7407000503,148.0
7407000504,63.0
7407000603,50.0
7407000604,130.0
7407000606,73.0
1304030401,399.0
1304010301,212.0
1403052301,64.0
1304020501,793.0
1101010201,455.0
7201011001,346.0
7201030801,50.0
7201030901,197.0
7201030601,88.0
1603010101,683.0
1602010301,56.0
1103030201,581.0
1403020601,173.0
1602010901,78.0
1401012101,0.0
1601020501,19.0
1301010201,350.0
1103030301,204.0
1103020201,251.0
1404010701,0.0
7204020302,88.0
7202020202,791.0
7105010503,87.0
7101020102,4.0
7101020303,1.0
7104010202,43.0
7104010502,73.0
7305031001,27.0
7301040501,870.0
7305030701,81.0
7301020101,480.0
7402010501,104.0
7402010301,201.0
7305010401,298.0
7405020101,112.0
7301020901,454.0
7405020701,51.0
7405020201,14.0
7405020601,55.0
3601030301,487.0
3601030901,132.0
3601020601,50.0
3601030501,483.0
3601030101,1110.0
3601020801,10.0
7305010705,52.0
7305010707,101.0
7305010709,17.0
7305010802,162.0
3601050201,101.0
3601010301,728.0
3601070401,165.0
3202030501,798.0
3202030801,766.0
3202031001,623.0
3202010602,421.0
3202031101,506.0
3201030101,303.0
3202030505,80.0
7108040606,22.0
7108040607,39.0
7202011401,360.0
7204040301,283.0
7202010201,579.0
7202011601,36.0
1403051101,40.0
1403051301,58.0
1101030401,396.0
1403010301,126.0
1401011401,105.0
1401011901,112.0
1403012001,60.0
1401011201,91.0
1403051401,35.0
1401010301,110.0
1403052201,10.0
7204030205,14.0
7204030117,3.0
7204030206,4.0
7204030203,11.0
7204030208,32.0
2002010802,86.0
2002020303,112.0
2001020502,6.0
2001020601,128.0
2001020103,65.0
2001020102,13.0
2002012302,3.0
2002011002,132.0
2001030401,14.0
2001010102,434.0
2001010105,72.0
2001010902,78.0
7108010501,214.0
7108010602,1080.0
7108010603,446.0
7108010801,62.0
7406040801,67.0
7402010101,812.0
7402010601,175.0
7406040901,68.0
7402050301,159.0
7402060101,228.0
7301021001,341.0
7402020301,52.0
7405020401,66.0
7402060201,117.0
7402060401,112.0
7405020501,31.0
7402040901,52.0
4003080401,197.0
4003080102,0.0
4003081201,87.0
4003080501,234.0
4003080902,3.0
4003080904,2.0
4003080903,23.0
4004021003,8.0
3002040503,52.0
3002040505,71.0
3002040502,22.0
4002001501,68.0
4002001901,68.0
4002000403,11.0
4002000402,23.0
4002000702,8.0
4002000704,52.0
2404030203,250.0
2404030205,382.0
2401040202,109.0
2401040203,43.0
2401040204,25.0
2401040102,269.0
2401040402,63.0
2401040303,126.0
2401040302,94.0
3804010903,2.0
3803010302,0.0
2402010202,69.0
2204030202,47.0
2204010402,63.0
2204010502,236.0
2207040802,95.0
2207040702,24.0
4005011201,158.0
4005030302,290.0
4005030203,10.0
7305010803,48.0
7305010804,407.0
7305011602,17.0
7305011603,140.0
7305011604,52.0
7305030103,3.0
7305030502,39.0
1402000401,14.0
1302010201,487.0
1401010701,137.0
1401012001,228.0
1302030301,249.0
1304030201,328.0
1101020701,457.0
3202010806,107.0
3202020502,64.0
3201080702,0.0
3401000202,0.0
7406031101,566.0
7406020801,967.0
7406031501,120.0
7406030101,1072.0
7405010102,26.0
7405010203,32.0
7202020103,110.0
7204020402,10.0
7202010505,1.0
7202020302,110.0
7405020504,12.0
7405020602,3.0
7405020603,3.0
7405020605,3.0
7405020802,20.0
7404010102,11.0
7404010103,26.0
7404010105,2.0
7404010106,16.0
7404010107,10.0
7404010108,15.0
7404010111,18.0
7404010202,3.0
7405020801,52.0
7305030501,217.0
7105010401,617.0
7402060501,154.0
7301021201,113.0
3201070501,490.0
3201070801,185.0
3201060601,916.0
3201060301,315.0
3201060101,343.0
3201080105,1311.0
3201060701,124.0
3201080101,577.0
3201060801,431.0
3201080301,704.0
3202020301,97.0
3202020901,77.0
7305030702,146.0
7305030802,83.0
7305030902,49.0
7305031002,32.0
7305031003,16.0
7301010106,53.0
7301010107,178.0
7301010108,264.0
7102020204,406.0
7102030202,8.0
7102030204,24.0
7102030302,8.0
7102030402,0.0
7102030403,114.0
7102030503,93.0
7102030702,18.0
7102030703,2.0
7405010204,107.0
7405010205,69.0
7405010207,149.0
7405010209,98.0
7405010210,19.0
7405010211,137.0
7405010212,12.0
7301041002,90.0
7301041102,42.0
7301041202,54.0
7303010103,29.0
7303010302,27.0
7303010303,5.0
7303010402,21.0
7303010502,38.0
7303010802,111.0
7302020103,57.0
7404010203,33.0
7404010204,3.0
7404010303,2.0
7404030202,11.0
7404030204,25.0
7404030206,13.0
7404030207,8.0
7404030209,13.0
7404030302,13.0
7404030303,11.0
7404030304,18.0
7404030306,3.0
7404030307,0.0
7404030308,7.0
7406020102,21.0
7406020103,68.0
7406020105,33.0
3202021101,131.0
3201080701,160.0
3201080601,575.0
3202021301,172.0
3202020101,192.0
7406040202,7.0
7406040302,73.0
7406040502,18.0
7406040602,20.0
7406040802,30.0
7406040803,13.0
7406041202,42.0
7401030102,71.0
7401020103,541.0
7102030704,34.0
7102030902,30.0
7102030903,97.0
7102031003,19.0
7102031102,22.0
1401040401,499.0
1405010601,61.0
1501070601,135.0
1501030301,20.0
1403052601,32.0
1501070801,200.0
1405010701,324.0
1603030201,40.0
1401020301,144.0
1401040801,99.0
1501070201,46.0
1501070101,324.0
7302020303,42.0
7302020402,71.0
7302020503,3.0
7302020603,6.0
7302020604,94.0
7302020702,0.0
7107030802,149.0
7107030902,84.0
7107031102,41.0
7107031103,94.0
7108040102,164.0
7108040105,253.0
7108040402,55.0
7108040403,14.0
7108040602,155.0
7108040604,287.0
7406020106,36.0
7406020107,71.0
7406020302,9.0
7406020402,17.0
7201030301,314.0
7201010301,1698.0
7201030701,246.0
7201030501,88.0
7201020106,166.0
7201011101,6.0
7201030201,0.0
7201011401,56.0
7204030104,28.0
7204030109,15.0
7204030113,1.0
7204030119,14.0
7204030204,8.0
7401020104,887.0
7401020202,543.0
7401020203,747.0
7401020302,32.0
7104010503,149.0
7104010602,28.0
7104010802,161.0
7104011003,21.0
7104011004,69.0
7104011005,54.0
7108010202,49.0
7108010205,73.0
7108010103,0.0
7108010104,1733.0
7108010305,160.0
7108010402,117.0
1403040301,166.0
1301040201,509.0
1403030101,272.0
1401040601,33.0
1101050501,266.0
3601030601,329.0
3601021301,53.0
7204030101,1024.0
7201030401,177.0
7201031001,166.0
7406011302,31.0
7406011303,35.0
7401060401,931.0
7401040202,40.0
7401040203,125.0
7105010202,277.0
7105010203,176.0
7105010204,35.0
7105010205,80.0
7105010207,96.0
7105010403,98.0
7105010405,218.0
7105010406,12.0
7105010407,266.0
7105010409,217.0
7105010502,4.0
1501010401,262.0
1501010602,134.0
1501030901,16.0
1501040201,37.0
1501030201,35.0
1501010301,307.0
3601060101,40.0
3601020701,46.0
3601020101,407.0
3601020901,195.0
3601021001,330.0
3601030701,180.0
3602000101,388.0
3601030801,143.0
3601030401,180.0
3601020402,5.0
3601021201,346.0
7101050302,21.0
7101050303,115.0
7101050304,188.0
7101050305,137.0
7105030302,19.0
7105030502,1.0
7107030502,118.0
7107030503,133.0
1401011501,334.0
1101020101,795.0
1305010301,823.0
1603010301,58.0
4002002203,0.0
4002002202,57.0
4002000303,37.0
4002001001,204.0
0602010204,603.0
0602010205,629.0
0602010206,1127.0
0602010207,677.0
0602010203,490.0
0601010103,10.0
0604000806,43.0
0604000808,14.0
2207010103,24.0
2207040302,35.0
2207020102,94.0
2207020105,37.0
2207040102,22.0
2207020502,18.0
2207041102,26.0
2207041105,67.0
2204040602,14.0
4004030801,2.0
4004030301,21.0
4004030401,48.0
4005011102,31.0
4005011103,34.0
4003060203,15.0
3803010502,0.0
3803010102,171.0
3803030302,137.0
3803030402,70.0
3803030403,0.0
3803030503,2.0
3801010701,99.0
3801030401,671.0
3806011101,69.0
3101010201,374.0
3101010801,364.0
2402010502,281.0
2402010106,90.0
2401030202,117.0
2402010103,38.0
2402010104,5.0
2402010105,1.0
2402010107,5.0
0603020103,29.0
0603020108,59.0
0603020104,0.0
0603020106,6.0
0603020107,124.0
2203010802,6.0
2206010203,9.0
2203010102,25.0
2201030702,25.0
2204040302,45.0
4002001301,68.0
4001071602,18.0
4001071601,34.0
4001071201,54.0
4001071301,449.0
4001070901,85.0
4001071001,98.0
4001070101,401.0
4001070103,20.0
4001070201,146.0
4001070501,149.0
3806060701,177.0
3806010301,43.0
3801010201,341.0
3101020401,189.0
3102030901,275.0
3102010301,302.0
3801010116,0.0
2303020201,69.0
2602020701,0.0
2602020801,16.0
2503000103,1.0
2502000011,15.0
2404020102,9.0
2404020105,2.0
4002001801,1059.0
4004011601,23.0
3905011501,103.0
3905020301,45.0
4001020101,89.0
4001021001,35.0
4104010501,301.0
3905010201,51.0
4002000201,67.0
3102031001,127.0
3102031401,186.0
3102031101,232.0
3102011301,247.0
3102011401,44.0
3801010501,184.0
3802050501,401.0
3102010201,81.0
4005030202,39.0
4005030105,39.0
4005030107,145.0
4005030102,9.0
4005030104,2.0
4005010502,25.0
4001080102,30.0
4004031402,3.0
4004030702,36.0
4405021002,17.0
4302030203,2.0
4302031206,0.0
4305040205,5.0
4002001203,15.0
2405010504,49.0
2405010505,110.0
2401030103,23.0
2401070102,68.0
2401070103,140.0
2401070105,183.0
2401070104,64.0
2402030302,88.0
2402030102,30.0
2402030103,4.0
2402030106,22.0
2402030107,20.0
2402030108,96.0
2202040403,2.0
2202040302,371.0
2202020204,8.0
2202040203,0.0
4002000706,9.0
4002000705,89.0
4002000703,503.0
4002001704,9.0
4002000602,190.0
4002000103,32.0
4002000106,1.0
4002001202,103.0
4002001402,31.0
4002001404,582.0
4005010103,0.0
4404030103,17.0
4404030102,28.0
4302040603,26.0
4205010901,48.0
3806060301,184.0
2207040602,94.0
2207040402,23.0
2207040403,60.0
2207040404,111.0
2207040405,113.0
2207030102,31.0
2207030402,71.0
2207030404,41.0
2207030405,9.0
3803020301,101.0
2402030201,245.0
2402040501,263.0
2402020101,405.0
2402040601,201.0
2306040101,257.0
2205040302,105.0
2203060302,110.0
3806040501,24.0
3101080202,0.0
3102011302,3.0
3805001602,34.0
3806050202,2.0
3806050904,3.0
3806010505,4.0
3102031601,234.0
3801030501,405.0
3102011201,679.0
3102030301,146.0
3102011501,133.0
3001010902,29.0
3002050402,3.0
3002050403,5.0
3001010603,3.0
3001010602,6.0
2202040204,39.0
2202040207,38.0
2202020402,7.0
2205040203,109.0
2205040205,15.0
2205040204,331.0
2205010102,72.0
2205030102,45.0
2206010103,53.0
2206010202,0.0
2203010202,90.0
2203070802,89.0
7201010802,554.0
7201010807,206.0
7201010805,0.0
7201010809,58.0
3102040801,231.0
3102040701,54.0
3102040901,55.0
3806060601,14.0
3102040201,396.0
3102040301,76.0
3806060201,93.0
3806060401,294.0
3102030801,464.0
3801010301,587.0
3102030601,260.0
7201030903,4.0
7201030902,30.0
7203001102,83.0
7203000602,34.0
7203000802,13.0
7201020110,1001.0
2203060703,79.0
2203060502,105.0
2306030202,5.0
2306040102,4.0
2301030202,6.0
2301020702,3.0
2301020703,135.0
2301020403,105.0
0103030206,350.0
0103030205,252.0
0103030207,254.0
0102011301,475.0
0102010301,97.0
0102010501,25.0
0102011001,262.0
0102010601,394.0
0104010802,21.0
3001010702,35.0
3001040502,5.0
3001040102,15.0
3001040103,16.0
3001040602,65.0
3001010402,20.0
3001010105,10.0
3001010104,6.0
3001011002,11.0
3001030601,42.0
3001060304,65.0
3002010502,11.0
4001020302,10.0
4001020402,35.0
4001020702,20.0
4001020903,0.0
7201011203,19.0
7201011205,52.0
7201011204,167.0
7201011202,50.0
7201010404,47.0
7201010406,43.0
7201010403,11.0
7201010108,394.0
7201010105,520.0
7201010104,126.0
7202010110,502.0
7202010105,1451.0
7202010107,59.0
0101010107,109.0
0101010106,309.0
0101010103,95.0
0101010105,102.0
7201030302,15.0
7201011402,7.0
7201030904,5.0
1502010201,156.0
1502020301,180.0
1502020201,162.0
1501050301,192.0
1303020401,848.0
1303020301,701.0
1303010301,649.0
1501050601,10.0
3002040103,122.0
3002040104,41.0
3002040102,107.0
3002040402,125.0
3002030103,17.0
3002030104,81.0
0104010103,573.0
0104010104,198.0
0104010108,122.0
0104010107,96.0
0104020205,169.0
0104020203,387.0
0104020204,74.0
0101010403,284.0
2403010202,4.0
2403010203,3.0
2403010302,6.0
0604000405,31.0
0602020105,66.0
0602020102,80.0
0602020103,28.0
0602020106,75.0
0602010202,253.0
4001060602,2.0
4001060102,0.0
4002000502,6.0
3804020105,23.0
3804020502,95.0
3804021005,16.0
3804021004,71.0
3804021102,41.0
3804030208,69.0
3804030202,44.0
3804030206,13.0
3804030205,62.0
4004032002,13.0
4004030103,3.0
4004030102,6.0
4004030104,12.0
4004031601,40.0
0101020102,39.0
0101020103,203.0
0101020401,125.0
0101020901,337.0
0101020501,320.0
0101020201,27.0
0101020301,136.0
0101011003,201.0
0101011002,37.0
0104020502,415.0
0104020503,327.0
0103010103,365.0
2402030104,122.0
2402040502,41.0
2402040102,89.0
2402010702,580.0
2402010302,2.0
3002030302,63.0
3002030202,98.0
3002030203,40.0
3002030602,32.0
3002030702,18.0
3002020502,24.0
3002020402,12.0
3002050502,14.0
3002050503,117.0
3002010103,246.0
4002002502,5.0
4002002101,156.0
2204010702,44.0
2201010002,12.0
2301020404,70.0
2301020405,11.0
2301020502,10.0
2301020804,2.0
2301020202,27.0
2306030502,8.0
2306050502,162.0
2305030702,89.0
2305030102,34.0
3002020205,20.0
3002020702,29.0
3002020703,1.0
2203080701,95.0
2203050201,334.0
2203060601,285.0
2203080101,463.0
2503000203,124.0
2503000302,28.0
2503000102,11.0
2503000106,40.0
3804030207,243.0
3804030203,64.0
3804030104,11.0
3804030102,12.0
3804030106,160.0
7202011405,20.0
7202011403,48.0
7202010402,9.0
7202011305,0.0
7202011304,0.0
7202011701,50.0
7202011704,60.0
7202010602,15.0
7202010103,22.0
7202010109,279.0
7201011004,0.0
7201011002,9.0
0103010105,774.0
0103010107,147.0
0103010106,11.0
0602020404,97.0
0602020302,9.0
1501010201,160.0
1501081201,56.0
1303010501,168.0
1501050501,79.0
1102020501,753.0
7201010304,33.0
7201010203,77.0
7201011103,8.0
3802030102,20.0
3802030602,96.0
3802030603,15.0
3802030203,5.0
3801010502,189.0
3801020102,22.0
3801020106,323.0
3801020103,400.0
3801020109,138.0
3801030502,143.0
1501080401,120.0
1501080101,106.0
1501040401,188.0
1501080801,31.0
1303010401,1233.0
1501080901,58.0
1501080301,18.0
0601020603,42.0
0601020604,161.0
0601020403,37.0
0601020404,6.0
0602010302,215.0
0603010303,18.0
0603010304,164.0
0603010305,130.0
2201020202,289.0
2205050202,173.0
2202010302,63.0
2202030202,21.0
2204030402,85.0
3001020703,15.0
3802090704,0.0
3801020105,37.0
3801010118,0.0
2502000009,9.0
2502000012,25.0
2502000010,9.0
2502000013,18.0
2502000014,6.0
2501000002,91.0
2501000011,91.0
2501000003,15.0
2501000005,10.0
2501000008,44.0
2501000004,248.0
2501000009,3.0
2501000010,200.0
3804020703,44.0
3804020702,6.0
3804020802,29.0
3804020602,13.0
7201011102,14.0
7201011403,14.0
7201011404,18.0
7201030106,6.0
7201030118,4.0
7201030116,2.0
7201030117,6.0
7201030110,9.0
7201030113,6.0
7201030109,16.0
4003031302,14.0
4003030602,12.0
4003030806,13.0
4003030805,21.0
4003030803,8.0
4003030804,8.0
4003080602,23.0
1501120101,247.0
1501040501,166.0
1501010701,32.0
1405020301,337.0
1501010501,153.0
1501130101,27.0
1501040601,52.0
1501081001,50.0
1501010801,109.0
1405011501,239.0
2404040304,5.0
2404040305,39.0
2404040306,17.0
2404040308,7.0
2404040103,38.0
2404040104,10.0
2404040107,5.0
0601020202,98.0
0603030102,64.0
4004020201,28.0
